Date,High,Low,Open,Close,Volume,Adj Close
12/02/2020,327.2200012,321.4700012,321.4700012,327.2000122,28432600,326.3166809
13/02/2020,326.2200012,323.3500061,324.1900024,324.8699951,23686900,323.9929504
14/02/2020,325.980011,322.8500061,324.7399902,324.9500122,20028400,324.0727539
18/02/2020,319.75,314.6099854,315.3599854,319,38132800,318.1387939
19/02/2020,324.5700073,320,320,323.6199951,23496000,322.7463379
20/02/2020,324.6499939,318.2099915,322.6300049,320.2999878,25141500,319.4352722
21/02/2020,320.4500122,310.5,318.6199951,313.0499878,32388500,312.2048645
24/02/2020,304.1799927,289.230011,297.2600098,298.1799927,55548800,297.375
25/02/2020,302.5299988,286.1300049,300.9500122,288.0799866,57668400,287.3022766
26/02/2020,297.8800049,286.5,286.5299988,292.6499939,49513700,291.8599243
27/02/2020,286,272.9599915,281.1000061,273.519989,79834500,272.7815857
28/02/2020,278.4100037,256.3699951,257.2600098,273.3599854,106721200,272.6220093
02/03/2020,301.4400024,277.7200012,282.2799988,298.8099976,85349300,298.0032959
03/03/2020,304,285.7999878,303.6700134,289.3200073,79868900,288.5389404
04/03/2020,303.3999939,293.1300049,296.4400024,302.7399902,54794600,301.922699
05/03/2020,299.5499878,291.4100037,295.519989,292.9200134,46893200,292.1292114
06/03/2020,290.8200073,281.230011,282,289.0299988,56544200,288.2497253
09/03/2020,278.0899963,263,263.75,266.1700134,71686200,265.4514465
10/03/2020,286.4400024,269.3699951,277.1400146,285.3399963,71322500,284.5696716
11/03/2020,281.2200012,271.8599854,277.3900146,275.4299927,63899700,274.6864319
12/03/2020,270,248,255.9400024,248.2299957,104618500,247.5598602
13/03/2020,279.9200134,252.9499969,264.8900146,277.9700012,92683000,277.219574
16/03/2020,259.0799866,240,241.9499969,242.2100067,80605900,241.5561218
17/03/2020,257.6099854,238.3999939,247.5099945,252.8600006,81014000,252.1773682
18/03/2020,250,237.1199951,239.7700043,246.6699982,75058400,246.0040741
19/03/2020,252.8399963,242.6100006,247.3899994,244.7799988,67964300,244.1191711
20/03/2020,251.8300018,228,247.1799927,229.2400055,100423300,228.6211395
23/03/2020,228.5,212.6100006,228.0800018,224.3699951,84188200,223.764267
24/03/2020,247.6900024,234.3000031,236.3600006,246.8800049,71882800,246.2135162
25/03/2020,258.25,244.3000031,250.75,245.5200043,75900500,244.8571777
26/03/2020,258.6799927,246.3600006,246.5200043,258.4400024,63021800,257.7423096
27/03/2020,255.8699951,247.0500031,252.75,247.7400055,51054200,247.0711823
30/03/2020,255.5200043,249.3999939,250.7400055,254.8099976,41994100,254.1221008
31/03/2020,262.4899902,252,255.6000061,254.2899933,49250500,253.6035004
01/04/2020,248.7200012,239.1300049,246.5,240.9100037,44054600,240.2596283
02/04/2020,245.1499939,236.8999939,240.3399963,244.9299927,41483500,244.2687683
03/04/2020,245.6999969,238.9700012,242.8000031,241.4100037,32470000,240.7582703
06/04/2020,263.1099854,249.3800049,250.8999939,262.4700012,50455100,261.7614136
07/04/2020,271.7000122,259,270.7999878,259.4299927,50721800,258.7296143
08/04/2020,267.3699951,261.230011,262.7399902,266.0700073,42223800,265.3517151
09/04/2020,270.0700073,264.7000122,268.7000122,267.9899902,40529100,267.26651
13/04/2020,273.7000122,265.8299866,268.3099976,273.25,32755700,272.5123291
